RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-001464,2018/01/06 00:00:00+00,350,2811 N 48 at KWIK SHOP,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,171
B8-001471,2018/01/06 00:00:00+00,518,"S 70,A to TETON",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,172
B8-001495,2018/01/06 00:00:00+00,1000,710 J at PARKING LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,173
B8-001522,2018/01/06 00:00:00+00,1240,"S FOLSOM,ROSA PARKS WAY to W E",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,174
B8-001524,2018/01/06 00:00:00+00,1250,S 56 at BANCROFT,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,175
B8-001531,2018/01/06 00:00:00+00,1300,S 13 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,176
B8-001532,2018/01/06 00:00:00+00,1310,"N 9,Q to R",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,177
B8-001539,2018/01/06 00:00:00+00,1400,O at COTNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,178
B8-001540,2018/01/06 00:00:00+00,1410,"N 59,MADISON to ST PAUL",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,179
B8-001550,2018/01/06 00:00:00+00,1457,"OLD CHENEY,WARLICK to S 14",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,180
B8-001567,2018/01/06 00:00:00+00,1618,"I 80,N 27 to CITY LIMITS WEST",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,181
B8-001579,2018/01/06 00:00:00+00,9999,1001 SOUTH at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,182
B8-001597,2018/01/06 00:00:00+00,1820,"BALDWIN,N 37 to N 38",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,183
B8-001599,2018/01/06 00:00:00+00,1833,N 62 at AYLESWORTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,184
B8-001607,2018/01/06 00:00:00+00,1750,"VINE,N 23 to N 23",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,185
B8-001642,2018/01/06 00:00:00+00,2227,"N 9,R to S",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,186
B8-001674,2018/01/07 00:00:00+00,9999,2000 G at -,NON-INJ H&R,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,187
B8-001695,2018/01/07 00:00:00+00,9999,"GREENWOOD,N 43 to N 44",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,188
B8-001704,2018/01/07 00:00:00+00,9999,4800 NW PEMBERLY at -,INJURY,,2,1,NO,NO,NO,NO,NO,YES,NO,189
B8-001710,2018/01/07 00:00:00+00,240,"S 18,M to N",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,190
B8-001714,2018/01/07 00:00:00+00,250,"CAPITOL PKWY,J to RANDOLPH",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,191
B8-001727,2018/01/07 00:00:00+00,530,"N 48,TARGET DR to O",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,192
B8-001741,2018/01/07 00:00:00+00,920,"O,17 to 18",INJURY,RAN OFF ROAD,1,3,NO,NO,NO,NO,NO,NO,NO,193
B8-001743,2018/01/06 00:00:00+00,910,"S 14,OLD CHENEY to ITI DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,194
B8-001763,2018/01/07 00:00:00+00,9999,"S 48,J to L",NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,195
B8-001776,2018/01/07 00:00:00+00,1233,"N 70,MARCIA to VINE",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,NO,NO,196
B8-001779,2018/01/07 00:00:00+00,1230,"S 10,HIGH to VAN DORN",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,197
B8-001788,2018/01/07 00:00:00+00,1315,"SUGAR CREEK RD,BEAVER CREEK LN to ALLEN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,198
B8-001789,2018/01/07 00:00:00+00,1246,"WASHINGTON,S 10 to S 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,199
B8-001790,2018/01/07 00:00:00+00,1327,"HOLDREGE,GRACE to N 32",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,200
B8-001792,2018/01/07 00:00:00+00,1335,"N 56,T to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,201
B8-001805,2018/01/07 00:00:00+00,1353,3300 O ST at STARBUCKS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,202
B8-001811,2018/01/07 00:00:00+00,1402,4400 O ST at KWIK SHOP,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,203
B8-001818,2018/01/06 00:00:00+00,9999,"S 19,D to E",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,204
B8-001825,2018/01/07 00:00:00+00,1608,"S 27,M to N",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,205
B8-001838,2018/01/07 00:00:00+00,1641,"S 27,M to N",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,206
B8-001854,2018/01/07 00:00:00+00,1743,"OLD CHENEY,S 45 to S 48",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,207
B8-001863,2017/12/22 00:00:00+00,9999,6100 O ST at GATEWAY MALL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,208
B8-001869,2018/01/07 00:00:00+00,1804,"S 21,C to D",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,209
B8-001886,2018/01/07 00:00:00+00,1936,N 56 at HUNTINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,210
B8-003664,2018/01/13 00:00:00+00,2003,"N CODDINGTON,W Q to W S",INJURY H&R,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,211
B8-001911,2018/01/07 00:00:00+00,2114,"GARFIELD,S 19 to S 20",INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,NO,NO,212
B8-003679,2018/01/13 00:00:00+00,2106,N 20 at KNOX,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,213
B8-003684,2018/01/13 00:00:00+00,2133,46 at O,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,214
B8-003711,2018/01/13 00:00:00+00,2330,S 10 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,215
B8-003716,2018/01/13 00:00:00+00,2347,"NW 48,W HOLDREGE to W GARY GATELY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,216
B8-003721,2018/01/14 00:00:00+00,5,"HIGH,S 48 to S 51",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,217
B8-003727,2018/01/14 00:00:00+00,19,"S 56,MELROSE to PAWNEE",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,YES,NO,218
B8-003731,2018/01/14 00:00:00+00,30,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,219
B8-003735,2018/01/14 00:00:00+00,52,"PINE LAKE,GLASS RIDGE DR to LACROIX DR",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,220
B8-003750,2018/01/14 00:00:00+00,204,N 70 at HOLDREGE,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,221
B8-003756,2018/01/14 00:00:00+00,228,"N 16,P to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,222
B8-003762,2018/01/14 00:00:00+00,253,N 44 at X,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,223
B8-003767,2018/01/14 00:00:00+00,229,"N 27,TICONDEROGA to SUPERIOR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,224
B8-003772,2018/01/14 00:00:00+00,335,"HOMESTEAD EXP,WARLICK to CITY LIMITS",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,225
B8-003781,2018/01/14 00:00:00+00,720,"HOMESTEAD EXP,ROSA PARKS WAY to W VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,226
B8-003784,2018/01/14 00:00:00+00,810,"CORNHUSKER,N 27 to STATE FAIR PARK",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,227
B8-003785,2018/01/14 00:00:00+00,810,"I 80,NW 12 to HOMESTEAD EXP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,228
B8-003788,2018/01/14 00:00:00+00,825,4400 S 33 at PARKING LOT,NON-INJ,,3,0,NO,NO,NO,NO,NO,NO,NO,229
B8-003789,2018/01/14 00:00:00+00,830,S 51 at SHERMAN,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,230
B8-003793,2018/01/14 00:00:00+00,926,S 44 at HIGH,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,231
B8-003794,2018/01/14 00:00:00+00,100,"S 6,ROSE to PEACH",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,232
B8-003800,2018/01/14 00:00:00+00,955,"PINE LAKE,S 27 to S 28",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,233
B8-003810,2018/01/14 00:00:00+00,1045,"NEBR HWY,S 87 to S 91",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,234
B8-003827,2018/01/14 00:00:00+00,1220,70 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,235
B8-003829,2018/01/14 00:00:00+00,1310,S 9 at K,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,236
B8-003836,2018/01/14 00:00:00+00,9999,"N 25,DUDLEY to HOLDREGE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,237
B8-003838,2018/01/14 00:00:00+00,1328,"N ANTELOPE VALL,DAWES to SAUNDERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,238
B8-003847,2018/01/14 00:00:00+00,1355,S COTNER at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,239
B8-003856,2018/01/14 00:00:00+00,1441,13 at O,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,240
B8-003873,2018/01/14 00:00:00+00,9999,"CANOPY ST,P to O",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,241
B8-003907,2018/01/14 00:00:00+00,1836,"WORTHINGTON,BROWER to CONNIE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,242
B8-003913,2018/01/14 00:00:00+00,9999,CORNHUSKER at N 23,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,243
B8-003916,2018/01/14 00:00:00+00,9999,220 N 66 ST at MARCUS THEATRES,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,244
B8-003927,2018/01/14 00:00:00+00,2009,"O,16 to CENTENNIAL MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,245
B8-003954,2018/01/14 00:00:00+00,2259,"S 9,PLUM to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,246
B8-003969,2018/01/15 00:00:00+00,15,"A,S 13 to S 14",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,247
B8-004016,2018/01/15 00:00:00+00,750,"I 80,HOMESTEAD EXP to NW 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,248
B8-004022,2018/01/15 00:00:00+00,823,"S 29,PINE LAKE to PORTER RIDGE",INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,249
B8-004024,2018/01/15 00:00:00+00,832,"N 11,O to P",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,YES,250
B8-004039,2018/01/07 00:00:00+00,1030,"KESSLER,DUNN to HOLLY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,251
B8-004045,2018/01/14 00:00:00+00,9999,"SW LACEY LN,W KYLE LN to W SUMNER",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,252
B8-004048,2018/01/15 00:00:00+00,1137,S 48 at VAN DORN,INJURY,TURNING,4,1,NO,NO,NO,NO,NO,YES,NO,253
B8-004064,2018/01/15 00:00:00+00,1235,"S 27,CINDY to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,254
B8-004066,2018/01/15 00:00:00+00,1240,"O,66 to 68",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,255
B8-004079,2018/01/15 00:00:00+00,1215,"N 48,CLEVELAND to MADISON",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,256
B8-004100,2018/01/15 00:00:00+00,1517,"S 11,L to M",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,257
B8-004116,2018/01/15 00:00:00+00,9999,"HAWKFLY RD,N 12 to N 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,258
B8-004126,2018/01/15 00:00:00+00,1631,"W BENTON,MICHAEL CR to NW 52",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,259
B8-004128,2018/01/15 00:00:00+00,1630,"N 70,FREMONT to YOSEMITE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,260
B8-004129,2018/01/12 00:00:00+00,1515,"S 16,PROSPECT to SUMNER",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,261
B8-000659,2018/01/03 00:00:00+00,1015,3291 HOLDREGE at CASEYS,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,262
B8-003225,2018/01/12 00:00:00+00,920,"N 54,CLEVELAND to MADISON",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,263
B8-000665,2018/01/02 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,1,0,NO,NO,NO,NO,NO,YES,NO,264
B8-000682,2018/01/03 00:00:00+00,1121,N 31 at P,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,265
B8-000688,2018/01/03 00:00:00+00,1200,"NW 48,AIR PARK RD to W KNIGHT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,266
B8-000716,2018/01/03 00:00:00+00,1425,"SOUTH,DEVONSHIRE to OLD POST",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,267
B8-000729,2018/01/03 00:00:00+00,1502,"N 27,APPLE to Y",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,268
B8-000733,2018/01/03 00:00:00+00,9999,"S 2,A to B",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,269
B8-000744,2018/01/03 00:00:00+00,1414,"GOODHUE BLVD,D to E",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,270
B8-000764,2018/01/03 00:00:00+00,1730,"O,46 to 48",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,271
B8-000788,2018/01/03 00:00:00+00,9999,"W PLUM,TIMBER RIDGE to SW 34",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,272
B8-000792,2018/01/03 00:00:00+00,1910,"S 56,CUMBERLAND to SHADOW PINES DR",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,273
B8-000803,2018/01/03 00:00:00+00,9999,"HARRISON,S 10 to S 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,274
B8-000804,2018/01/03 00:00:00+00,1950,S 70 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,275
B8-000829,2018/01/03 00:00:00+00,2200,S 33 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,276
B8-000834,2018/01/03 00:00:00+00,2213,S 9 at VAN DORN,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,277
B8-000876,2018/01/04 00:00:00+00,9999,"BRIARPARK,BODIE to HALLCLIFFE RD",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,278
B8-000880,2018/01/04 00:00:00+00,420,"Q,N 13 to N 14",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,279
B8-003232,2018/01/12 00:00:00+00,930,N 29 at CLINTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,280
B8-000887,2018/01/04 00:00:00+00,9999,"I 80,I 180 to NW 12",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,281
B8-003253,2018/01/12 00:00:00+00,1125,"PORTER RIDGE,S 27 to S 28",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,282
B8-000894,2018/01/04 00:00:00+00,655,"HOLDREGE,N 56 to N 57",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,283
B8-003255,2018/01/12 00:00:00+00,1130,"NORMAL,A to S 33",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,284
B8-000897,2018/01/04 00:00:00+00,735,"S 10,A to WASHINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,285
B8-003286,2018/01/12 00:00:00+00,1310,CORNHUSKER at N 23,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,286
B8-000902,2018/01/04 00:00:00+00,758,"S ANTELOPE VALL,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,287
B8-003287,2018/01/12 00:00:00+00,1325,"OLD CHENEY,S 34 to VILLAGE BLVD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,288
B8-000917,2018/01/04 00:00:00+00,835,"DAHLBERG DR,S 14 to S 16",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,289
B8-003288,2018/01/12 00:00:00+00,1205,"N 50,CLEVELAND to MADISON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,290
B8-000938,2018/01/04 00:00:00+00,1113,S 11 at LINCOLN MALL,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,291
B8-003300,2018/01/12 00:00:00+00,1355,"O,68 to 70",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,292
B8-000949,2018/01/04 00:00:00+00,1208,"W O,S CODDINGTON to W 20",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,293
B8-003302,2018/01/12 00:00:00+00,1420,N 12 at P,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,294
B8-000965,2018/01/04 00:00:00+00,1249,2555 O ST at EZ GO,INJURY H&R,,1,1,YES,NO,NO,NO,NO,NO,NO,295
B8-003305,2018/01/12 00:00:00+00,1426,"CAMPBELL,EVERGREEN to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,296
B8-000971,2018/01/04 00:00:00+00,1320,SW 8 at W GARFIELD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,297
B8-000975,2018/01/04 00:00:00+00,1255,547 N 48 at -,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,298
B8-000983,2018/01/04 00:00:00+00,1432,N 25 at U,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,299
B8-000988,2018/01/03 00:00:00+00,745,7930 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,300
B8-001008,2018/01/04 00:00:00+00,1557,NW 14 at W Q,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,301
B8-001009,2018/01/04 00:00:00+00,1530,"ROCKHURST,AMHURST to HAVERFORD",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,302
B8-001027,2018/01/03 00:00:00+00,9999,"D,S 23 to S 24",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,303
B8-001035,2018/01/04 00:00:00+00,1718,HOMESTEAD at W O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,304
B8-001037,2018/01/04 00:00:00+00,1721,"VINE,N 59 to N 60",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,305
B8-001043,2018/01/04 00:00:00+00,1735,"HAVELOCK,N 69 to N 70",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,306
B8-001057,2018/01/04 00:00:00+00,9999,"FAWN,DEAD END to ELKCREST",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,307
B8-001062,2018/01/04 00:00:00+00,1927,"O,23 to 24",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,308
B8-001107,2018/01/04 00:00:00+00,2330,WARLICK at HOMESTEAD EXP,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,309
B8-001108,2018/01/04 00:00:00+00,2100,"NW 55,W REDBERRY LN to W PARTRIDGE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,310
B8-001161,2018/01/05 00:00:00+00,918,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,311
B8-001180,2018/01/05 00:00:00+00,1025,2 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,312
B8-001188,2018/01/04 00:00:00+00,1520,S 25 at N,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,313
B8-001190,2018/01/05 00:00:00+00,1040,"O,50 to 52",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,314
B8-001201,2018/01/05 00:00:00+00,1120,"GARFIELD,S 16 to S 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,315
B8-001225,2018/01/05 00:00:00+00,1300,"O,14 to CENTENNIAL MALL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,316
B8-001226,2018/01/05 00:00:00+00,1300,O at RUSSWOOD PKWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,317
B8-001235,2018/01/05 00:00:00+00,1354,N 27 at P,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,318
B8-001236,2018/01/05 00:00:00+00,1350,N 27 at P,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,319
B8-001237,2018/01/05 00:00:00+00,1329,"S 56,LOWELL to PIONEERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,320
B8-001242,2018/01/05 00:00:00+00,1422,"SOUTH,S 13 to S 14",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,321
B8-001920,2018/01/07 00:00:00+00,2135,NORMAL at HOLMES NORTH SHR,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,322
B8-003309,2018/01/12 00:00:00+00,1444,N 64 at LOGAN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,323
B8-003316,2018/01/12 00:00:00+00,1423,"S 20,HEATHER to KING ARTHUR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,324
B8-003322,2018/01/12 00:00:00+00,1516,"CAMPBELL,EVERGREEN to TETON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,325
B8-003336,2018/01/12 00:00:00+00,1556,"O,COTNER to LYNCREST",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,326
B8-003362,2018/01/12 00:00:00+00,1734,"S 27,E to F",INJURY,REAR END,2,3,NO,NO,NO,NO,NO,NO,NO,327
B8-003366,2018/01/12 00:00:00+00,1735,"S 40,LAKE to NORMAL",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,NO,NO,328
B8-003368,2018/01/12 00:00:00+00,1740,N 70 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,329
B8-003383,2018/01/12 00:00:00+00,1837,"N 43,ADAMS to GREENWOOD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,330
B8-003391,2018/01/12 00:00:00+00,1851,"S 27,NOTTINGHAM to PICCADILLY",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,331
B8-003393,2018/01/12 00:00:00+00,630,"N 30,R to S",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,332
B8-003401,2018/01/12 00:00:00+00,1935,"NORMAL,S 70 to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,333
B8-003407,2018/01/12 00:00:00+00,2005,"S 48,A to S COTNER",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,334
B8-003409,2018/01/13 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,335
B8-003412,2018/01/12 00:00:00+00,9999,1600 S 48 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,336
B8-003415,2018/01/12 00:00:00+00,2047,"N 30,FAIR to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,337
B8-003422,2018/01/12 00:00:00+00,9999,100 S 66 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,338
B8-003430,2018/01/12 00:00:00+00,2135,"S 27,H to RANDOLPH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,339
B8-003452,2018/01/12 00:00:00+00,2310,"ADAMS,N 33 to N 35",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,340
B8-003461,2018/01/12 00:00:00+00,2305,"N 9,GROVELAND to HARTLEY",INJURY,OTHER,1,1,NO,NO,NO,NO,NO,NO,NO,341
B8-003475,2018/01/13 00:00:00+00,9999,"DUDLEY,N 29 to N 30",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,342
B8-003487,2018/01/13 00:00:00+00,155,900 Q at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,343
